POPULATION,POP_CODE,GENO,SP,LAT,LON,ELEV,STATE,NEW_CODE,BEAVER,TAM,ELEVWC,Prec,precwetmo,precdrymo,precCoV,precwetqtr,precdryqtr,precwarmqtr,preccoldqtr,MAT,MDR,MAXT,MINT,CART,MWET,MDRY,MWAR,MCOL
RooseveltLakeCottonwood,RLC,RLC205,TARA,33.79171,-111.25471,651,AZ,,,,656,418,51,6,44,139,31,96,139,19.2,16.8,39.2,1.1,38.1,9.3,22.7,29.4,9.3
RooseveltLakeCottonwood,RLC,RLC206,TARA,33.79193,-111.25484,650,AZ,,,,656,418,51,6,44,139,31,96,139,19.2,16.8,39.2,1.1,38.1,9.3,22.7,29.4,9.3
RooseveltLakeCottonwood,RLC,RLC207,TARA,33.79202,-111.255,650,AZ,,,,656,418,51,6,44,139,31,96,139,19.2,16.8,39.2,1.1,38.1,9.3,22.7,29.4,9.3
RooseveltLakeCottonwood,RLC,RLC208,TARA,33.79234,-111.25511,650,AZ,,,,656,418,51,6,44,139,31,96,139,19.2,16.8,39.2,1.1,38.1,9.3,22.7,29.4,9.3
RooseveltLakeCottonwood,RLC,RLC209,TARA,33.79272,-111.25546,650,AZ,,,,656,418,51,6,44,139,31,96,139,19.2,16.8,39.2,1.1,38.1,9.3,22.7,29.4,9.3
SantaCruzRiverTucson,SC,SC334,POFR,32.2943,-111.03675,681,AZ,STU-SCR,,,680,306,56,5,61,144,22,118,75,20.5,17.1,38.5,2.5,36,29.3,23.8,29.8,11.5
SantaCruzRiverTucson,SC,SC388,,32.2943,-111.03675,681,AZ,STU-SCR,,,680,306,56,5,61,144,22,118,75,20.5,17.1,38.5,2.5,36,29.3,23.8,29.8,11.5
SantaCruzRiverTucson,SC,SC497,POFR,32.2943,-111.03675,681,AZ,STU-SCR,,,680,306,56,5,61,144,22,118,75,20.5,17.1,38.5,2.5,36,29.3,23.8,29.8,11.5
SonoitaCreekPatagonia,SCPA,SCPA101,FRVE,31.53407,-110.76482,1225,AZ,,,,1234,443,112,4,83,244,23,207,92,16.4,16.8,33.8,-0.2,34,24.1,19.6,24.8,8.3
SonoitaCreekPatagonia,SCPA,SCPA102,FRVE,31.53568,-110.76443,1229,AZ,,,,1234,443,112,4,83,244,23,207,92,16.4,16.8,33.8,-0.2,34,24.1,19.6,24.8,8.3
SonoitaCreekPatagonia,SCPA,SCPA103,FRVE,31.53505,-110.76449,1233,AZ,,,,1234,443,112,4,83,244,23,207,92,16.4,16.8,33.8,-0.2,34,24.1,19.6,24.8,8.3
SonoitaCreekPatagonia,SCPA,SCPA104,FRVE,31.53497,-110.76447,1226,AZ,,,,1234,443,112,4,83,244,23,207,92,16.4,16.8,33.8,-0.2,34,24.1,19.6,24.8,8.3
SonoitaCreekPatagonia,SCPA,SCPA105,FRVE,31.53474,-110.76458,1222,AZ,,,,1234,443,112,4,83,244,23,207,92,16.4,16.8,33.8,-0.2,34,24.1,19.6,24.8,8.3
SonoitaCreekPatagonia,SCPA,SCPA106,FRVE,31.53474,-110.76462,1226,AZ,,,,1234,443,112,4,83,244,23,207,92,16.4,16.8,33.8,-0.2,34,24.1,19.6,24.8,8.3
SonoitaCreekPatagonia,SCPA,SCPA107,FRVE,31.53459,-110.76469,1226,AZ,,,,1234,443,112,4,83,244,23,207,92,16.4,16.8,33.8,-0.2,34,24.1,19.6,24.8,8.3
SonoitaCreekPatagonia,SCPA,SCPA108,FRVE,31.53387,-110.76511,1227,AZ,,,,1234,443,112,4,83,244,23,207,92,16.4,16.8,33.8,-0.2,34,24.1,19.6,24.8,8.3
SonoitaCreekPatagonia,SCPA,SCPA109,FRVE,31.5332,-110.76556,1229,AZ,,,,1255,450,113,4,81,247,23,209,94,16.3,16.7,33.6,-0.3,33.9,24,19.5,24.7,8.2
SantaClaraCreekVeyo,SCVE,SCVE801,TARA,37.32758,-113.7225,1205,UT,VVV-VEY,,,1229,292,40,7,32,103,45,56,87,13.4,16.6,35.1,-4.7,39.8,4.9,17,24.2,3.1
SantaClaraCreekVeyo,SCVE,SCVE802,TARA,37.3275,-113.72302,1194,UT,VVV-VEY,,,1229,292,40,7,32,103,45,56,87,13.4,16.6,35.1,-4.7,39.8,4.9,17,24.2,3.1
SantaClaraCreekVeyo,SCVE,SCVE803,SAEX,37.32744,-113.72381,1197,UT,VVV-VEY,,,1229,292,40,7,32,103,45,56,87,13.4,16.6,35.1,-4.7,39.8,4.9,17,24.2,3.1
SantaClaraCreekVeyo,SCVE,SCVE804,SAEX,37.32723,-113.72429,1192,UT,VVV-VEY,,,1229,292,40,7,32,103,45,56,87,13.4,16.6,35.1,-4.7,39.8,4.9,17,24.2,3.1
SantaClaraCreekVeyo,SCVE,SCVE805,SAEX,37.32693,-113.72492,1200,UT,VVV-VEY,,,1229,292,40,7,32,103,45,56,87,13.4,16.6,35.1,-4.7,39.8,4.9,17,24.2,3.1
SantaClaraCreekVeyo,SCVE,SCVE806,TARA,37.32694,-113.7244,1185,UT,VVV-VEY,,,1229,292,40,7,32,103,45,56,87,13.4,16.6,35.1,-4.7,39.8,4.9,17,24.2,3.1
SantaClaraCreekVeyo,SCVE,SCVE807,SAEX,37.32699,-113.44,1186,UT,VVV-VEY,,,2452,502,60,17,27,158,82,118,143,5.9,15.4,26.1,-10.2,36.3,-2.1,8.4,15.8,-2.9
SantaClaraCreekVeyo,SCVE,SCVE808,TARA,37.3277,-113.72258,1196,UT,VVV-VEY,,,1229,292,40,7,32,103,45,56,87,13.4,16.6,35.1,-4.7,39.8,4.9,17,24.2,3.1
SantaClaraCreekVeyo,SCVE,SCVE809,SAEX,37.32784,-113.7225,1193,UT,VVV-VEY,,,1229,292,40,7,32,103,45,56,87,13.4,16.6,35.1,-4.7,39.8,4.9,17,24.2,3.1
SantaClaraCreekVeyo,SCVE,SCVE810,SAEX,37.32832,-113.72186,1204,UT,VVV-VEY,,,1229,292,40,7,32,103,45,56,87,13.4,16.6,35.1,-4.7,39.8,4.9,17,24.2,3.1
SantaClaraCreekVeyo,SCVE,SCVE811,TARA,37.32856,-113.72163,1202,UT,VVV-VEY,,,1229,292,40,7,32,103,45,56,87,13.4,16.6,35.1,-4.7,39.8,4.9,17,24.2,3.1
SantaClaraCreekVeyo,SCVE,SCVE812,SAEX,37.32892,-113.72142,1198,UT,VVV-VEY,,,1229,292,40,7,32,103,45,56,87,13.4,16.6,35.1,-4.7,39.8,4.9,17,24.2,3.1
SantaClaraCreekVeyo,SCVE,SCVE813,TARA,37.32888,-113.72144,1197,UT,VVV-VEY,,,1229,292,40,7,32,103,45,56,87,13.4,16.6,35.1,-4.7,39.8,4.9,17,24.2,3.1
SantaClaraCreekVeyo,SCVE,SCVE814,SAEX,37.3291,-113.72144,1203,UT,VVV-VEY,,,1229,292,40,7,32,103,45,56,87,13.4,16.6,35.1,-4.7,39.8,4.9,17,24.2,3.1
SantaClaraCreekVeyo,SCVE,SCVE815,TARA,37.32819,-113.72139,1208,UT,VVV-VEY,,,1229,292,40,7,32,103,45,56,87,13.4,16.6,35.1,-4.7,39.8,4.9,17,24.2,3.1
SantaClaraCreekVeyo,SCVE,SCVE816,TARA,37.32818,-113.72157,1206,UT,VVV-VEY,,,1229,292,40,7,32,103,45,56,87,13.4,16.6,35.1,-4.7,39.8,4.9,17,24.2,3.1
SantaClaraCreekVeyo,SCVE,SCVE817,SAEX,37.33516,-113.72027,1211,UT,VVV-VEY,,,1256,297,41,7,33,105,45,57,88,13.2,16.6,34.8,-4.9,39.7,4.7,16.8,24,2.9
SantaClaraCreekVeyo,SCVE,SCVE818,TARA,37.33519,-113.72023,1209,UT,VVV-VEY,,,1256,297,41,7,33,105,45,57,88,13.2,16.6,34.8,-4.9,39.7,4.7,16.8,24,2.9
DavisDamBullheadCity,DD,SE151,SAEX,35.18195,-114.56891,167,AZ,,,,157,95,13,1,45,33,8,22,30,22.7,14.5,42.7,4.7,38,14,26.7,33.8,12
DavisDamBullheadCity,DD,SE152,SAEX,35.18195,-114.56891,167,AZ,,,,157,95,13,1,45,33,8,22,30,22.7,14.5,42.7,4.7,38,14,26.7,33.8,12
DavisDamBullheadCity,DD,SE153,SAEX,35.18195,-114.56891,167,AZ,,,,157,95,13,1,45,33,8,22,30,22.7,14.5,42.7,4.7,38,14,26.7,33.8,12
DavisDamBullheadCity,DD,SE154,SAEX,35.18195,-114.56891,167,AZ,,,,157,95,13,1,45,33,8,22,30,22.7,14.5,42.7,4.7,38,14,26.7,33.8,12
DavisDamBullheadCity,DD,SE155,SAEX,35.18195,-114.56891,167,AZ,,,,157,95,13,1,45,33,8,22,30,22.7,14.5,42.7,4.7,38,14,26.7,33.8,12
DavisDamBullheadCity,DD,SE156,SAEX,35.18195,-114.56891,167,AZ,,,,157,95,13,1,45,33,8,22,30,22.7,14.5,42.7,4.7,38,14,26.7,33.8,12
DavisDamBullheadCity,DD,SE157,SAEX,35.18195,-114.56891,167,AZ,,,,157,95,13,1,45,33,8,22,30,22.7,14.5,42.7,4.7,38,14,26.7,33.8,12
DavisDamBullheadCity,DD,SE158,SAEX,35.18195,-114.56891,167,AZ,,,,157,95,13,1,45,33,8,22,30,22.7,14.5,42.7,4.7,38,14,26.7,33.8,12
DavisDamBullheadCity,DD,SE159,SAEX,35.18195,-114.56891,167,AZ,,,,157,95,13,1,45,33,8,22,30,22.7,14.5,42.7,4.7,38,14,26.7,33.8,12
DavisDamBullheadCity,DD,SE160,SAEX,35.18195,-114.56891,167,AZ,,,,157,95,13,1,45,33,8,22,30,22.7,14.5,42.7,4.7,38,14,26.7,33.8,12
AlamoLakeBillWilliams,AL,SE191,SAEX,34.2933,-113.53507,357,AZ,ABC-ALB,,,343,190,27,2,47,64,12,45,62,20.6,18.2,41.5,1.6,39.9,12.6,23.8,31,10.9
AlamoLakeBillWilliams,AL,SE197,SAEX,34.2933,-113.53507,357,AZ,ABC-ALB,,,343,190,27,2,47,64,12,45,62,20.6,18.2,41.5,1.6,39.9,12.6,23.8,31,10.9
HorseshoeDam,HD,SE21,SAEX,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
HorseshoeDam,HD,SE22,SAEX,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
HorseshoeDam,HD,SE23,SAEX,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
HorseshoeDam,HD,SE24,SAEX,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
HorseshoeDam,HD,SE25,SAEX,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
HorseshoeDam,HD,SE26,SAEX,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
HorseshoeDam,HD,SE27,SAEX,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
HorseshoeDam,HD,SE28,SAEX,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
GilaRiverThreeway,GR3W,SE281,SAEX,32.96585,-109.30889,1048,AZ,,,,1046,312,55,7,58,146,23,117,77,17.2,20.2,37.7,-2.6,40.3,26.5,20.9,27.1,7.5
GilaRiverThreeway,GR3W,SE282,SAEX,32.96585,-109.30889,1048,AZ,,,,1046,312,55,7,58,146,23,117,77,17.2,20.2,37.7,-2.6,40.3,26.5,20.9,27.1,7.5
GilaRiverThreeway,GR3W,SE283,SAEX,32.96585,-109.30889,1048,AZ,,,,1046,312,55,7,58,146,23,117,77,17.2,20.2,37.7,-2.6,40.3,26.5,20.9,27.1,7.5
GilaRiverThreeway,GR3W,SE284,SAEX,32.96585,-109.30889,1048,AZ,,,,1046,312,55,7,58,146,23,117,77,17.2,20.2,37.7,-2.6,40.3,26.5,20.9,27.1,7.5
GilaRiverThreeway,GR3W,SE285,SAEX,32.96585,-109.30889,1048,AZ,,,,1046,312,55,7,58,146,23,117,77,17.2,20.2,37.7,-2.6,40.3,26.5,20.9,27.1,7.5
GilaRiverThreeway,GR3W,SE286,SAEX,32.96585,-109.30889,1048,AZ,,,,1046,312,55,7,58,146,23,117,77,17.2,20.2,37.7,-2.6,40.3,26.5,20.9,27.1,7.5
GilaRiverThreeway,GR3W,SE287,SAEX,32.96585,-109.30889,1048,AZ,,,,1046,312,55,7,58,146,23,117,77,17.2,20.2,37.7,-2.6,40.3,26.5,20.9,27.1,7.5
GilaRiverThreeway,GR3W,SE288,SAEX,32.96585,-109.30889,1048,AZ,,,,1046,312,55,7,58,146,23,117,77,17.2,20.2,37.7,-2.6,40.3,26.5,20.9,27.1,7.5
GilaRiverThreeway,GR3W,SE289,SAEX,32.96585,-109.30889,1048,AZ,,,,1046,312,55,7,58,146,23,117,77,17.2,20.2,37.7,-2.6,40.3,26.5,20.9,27.1,7.5
HorseshoeDam,HD,SE29,SAEX,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
HorseshoeDam,HD,SE29,SAEX,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
GilaRiverThreeway,GR3W,SE290,SAEX,32.96585,-109.30889,1048,AZ,,,,1046,312,55,7,58,146,23,117,77,17.2,20.2,37.7,-2.6,40.3,26.5,20.9,27.1,7.5
HorseshoeDam,HD,SE30,SAEX,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
HorseshoeDam,HD,SE30,SAEX,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
HorseshoeDam,HD,SE391,SAEX,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
HorseshoeDam,HD,SE392,SAEX,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
HorseshoeDam,HD,SE393,SAEX,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
HorseshoeDam,HD,SE394,SAEX,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
HorseshoeDam,HD,SE395,SAEX,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
HorseshoeDam,HD,SE396,SAEX,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
HorseshoeDam,HD,SE397,SAEX,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
HorseshoeDam,HD,SE398,SAEX,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
HorseshoeDam,HD,SE399,SAEX,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
HorseshoeDam,HD,SE400,SAEX,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
GilaRiverNationalConservationArea,GRNCA,SE421,SAEX,32.88558,-109.50027,977,AZ,,,,981,284,51,6,61,135,20,109,69,17.3,19.5,37.4,-2.1,39.5,26.5,21.1,27.2,7.6
GilaRiverNationalConservationArea,GRNCA,SE422,SAEX,32.88558,-109.50027,977,AZ,,,,981,284,51,6,61,135,20,109,69,17.3,19.5,37.4,-2.1,39.5,26.5,21.1,27.2,7.6
GilaRiverNationalConservationArea,GRNCA,SE423,SAEX,32.88558,-109.50027,977,AZ,,,,981,284,51,6,61,135,20,109,69,17.3,19.5,37.4,-2.1,39.5,26.5,21.1,27.2,7.6
GilaRiverNationalConservationArea,GRNCA,SE424,SAEX,32.88558,-109.50027,977,AZ,,,,981,284,51,6,61,135,20,109,69,17.3,19.5,37.4,-2.1,39.5,26.5,21.1,27.2,7.6
GilaRiverNationalConservationArea,GRNCA,SE425,SAEX,32.88558,-109.50027,977,AZ,,,,981,284,51,6,61,135,20,109,69,17.3,19.5,37.4,-2.1,39.5,26.5,21.1,27.2,7.6
GilaRiverNationalConservationArea,GRNCA,SE426,SAEX,32.88558,-109.50027,977,AZ,,,,981,284,51,6,61,135,20,109,69,17.3,19.5,37.4,-2.1,39.5,26.5,21.1,27.2,7.6
GilaRiverNationalConservationArea,GRNCA,SE427,SAEX,32.88558,-109.50027,977,AZ,,,,981,284,51,6,61,135,20,109,69,17.3,19.5,37.4,-2.1,39.5,26.5,21.1,27.2,7.6
GilaRiverNationalConservationArea,GRNCA,SE428,SAEX,32.88558,-109.50027,977,AZ,,,,981,284,51,6,61,135,20,109,69,17.3,19.5,37.4,-2.1,39.5,26.5,21.1,27.2,7.6
GilaRiverNationalConservationArea,GRNCA,SE429,SAEX,32.88558,-109.50027,977,AZ,,,,981,284,51,6,61,135,20,109,69,17.3,19.5,37.4,-2.1,39.5,26.5,21.1,27.2,7.6
GilaRiverNationalConservationArea,GRNCA,SE430,SAEX,32.88558,-109.50027,977,AZ,,,,981,284,51,6,61,135,20,109,69,17.3,19.5,37.4,-2.1,39.5,26.5,21.1,27.2,7.6
VirginRiverBeaverDam,VRB,SE511,SAEX,36.90211,-113.93388,570,AZ,VBK-VRB,,,571,156,20,3,34,56,20,32,48,18.6,16.3,40.6,-0.6,41.2,9.5,22.9,30.4,7.3
VirginRiverBeaverDam,VRB,SE512,SAEX,36.90211,-113.93388,570,AZ,VBK-VRB,,,571,156,20,3,34,56,20,32,48,18.6,16.3,40.6,-0.6,41.2,9.5,22.9,30.4,7.3
VirginRiverBeaverDam,VRB,SE513,SAEX,36.90211,-113.93388,570,AZ,VBK-VRB,,,571,156,20,3,34,56,20,32,48,18.6,16.3,40.6,-0.6,41.2,9.5,22.9,30.4,7.3
VirginRiverBeaverDam,VRB,SE514,SAEX,36.90211,-113.93388,570,AZ,VBK-VRB,,,571,156,20,3,34,56,20,32,48,18.6,16.3,40.6,-0.6,41.2,9.5,22.9,30.4,7.3
VirginRiverBeaverDam,VRB,SE515,SAEX,36.90211,-113.93388,570,AZ,VBK-VRB,,,571,156,20,3,34,56,20,32,48,18.6,16.3,40.6,-0.6,41.2,9.5,22.9,30.4,7.3
VirginRiverBeaverDam,VRB,SE516,SAEX,36.90211,-113.93388,570,AZ,VBK-VRB,,,571,156,20,3,34,56,20,32,48,18.6,16.3,40.6,-0.6,41.2,9.5,22.9,30.4,7.3
VirginRiverBeaverDam,VRB,SE517,SAEX,36.90211,-113.93388,570,AZ,VBK-VRB,,,571,156,20,3,34,56,20,32,48,18.6,16.3,40.6,-0.6,41.2,9.5,22.9,30.4,7.3
VirginRiverBeaverDam,VRB,SE518,SAEX,36.90211,-113.93388,570,AZ,VBK-VRB,,,571,156,20,3,34,56,20,32,48,18.6,16.3,40.6,-0.6,41.2,9.5,22.9,30.4,7.3
VirginRiverBeaverDam,VRB,SE519,SAEX,36.90211,-113.93388,570,AZ,VBK-VRB,,,571,156,20,3,34,56,20,32,48,18.6,16.3,40.6,-0.6,41.2,9.5,22.9,30.4,7.3
VirginRiverBeaverDam,VRB,SE520,SAEX,36.90211,-113.93388,570,AZ,VBK-VRB,,,571,156,20,3,34,56,20,32,48,18.6,16.3,40.6,-0.6,41.2,9.5,22.9,30.4,7.3
VirginRiverBeaverDam,VRB,SE521,SAEX,36.90211,-113.93388,570,AZ,VBK-VRB,,,571,156,20,3,34,56,20,32,48,18.6,16.3,40.6,-0.6,41.2,9.5,22.9,30.4,7.3
VirginRiverBeaverDam,VRB,SE522,SAEX,36.90211,-113.93388,570,AZ,VBK-VRB,,,571,156,20,3,34,56,20,32,48,18.6,16.3,40.6,-0.6,41.2,9.5,22.9,30.4,7.3
VirginRiverBeaverDam,VRB,SE523,SAEX,36.90211,-113.93388,570,AZ,VBK-VRB,,,571,156,20,3,34,56,20,32,48,18.6,16.3,40.6,-0.6,41.2,9.5,22.9,30.4,7.3
VirginRiverBeaverDam,VRB,SE524,SAEX,36.90211,-113.93388,570,AZ,VBK-VRB,,,571,156,20,3,34,56,20,32,48,18.6,16.3,40.6,-0.6,41.2,9.5,22.9,30.4,7.3
VirginRiverBeaverDam,VRB,SE525,SAEX,36.90211,-113.93388,570,AZ,VBK-VRB,,,571,156,20,3,34,56,20,32,48,18.6,16.3,40.6,-0.6,41.2,9.5,22.9,30.4,7.3
VirginRiverBeaverDam,VRB,SE526,SAEX,36.90211,-113.93388,570,AZ,VBK-VRB,,,571,156,20,3,34,56,20,32,48,18.6,16.3,40.6,-0.6,41.2,9.5,22.9,30.4,7.3
VirginRiverBeaverDam,VRB,SE527,SAEX,36.90211,-113.93388,570,AZ,VBK-VRB,,,571,156,20,3,34,56,20,32,48,18.6,16.3,40.6,-0.6,41.2,9.5,22.9,30.4,7.3
VirginRiverBeaverDam,VRB,SE528,SAEX,36.90211,-113.93388,570,AZ,VBK-VRB,,,571,156,20,3,34,56,20,32,48,18.6,16.3,40.6,-0.6,41.2,9.5,22.9,30.4,7.3
VirginRiverBeaverDam,VRB,SE529,SAEX,36.90211,-113.93388,570,AZ,VBK-VRB,,,571,156,20,3,34,56,20,32,48,18.6,16.3,40.6,-0.6,41.2,9.5,22.9,30.4,7.3
VirginRiverBeaverDam,VRB,SE530,SAEX,36.90211,-113.93388,570,AZ,VBK-VRB,,,571,156,20,3,34,56,20,32,48,18.6,16.3,40.6,-0.6,41.2,9.5,22.9,30.4,7.3
VirginRiverBeaverDam,VRB,SE531,SAEX,36.90211,-113.93388,570,AZ,VBK-VRB,,,571,156,20,3,34,56,20,32,48,18.6,16.3,40.6,-0.6,41.2,9.5,22.9,30.4,7.3
VirginRiverBeaverDam,VRB,SE532,SAEX,36.90211,-113.93388,570,AZ,VBK-VRB,,,571,156,20,3,34,56,20,32,48,18.6,16.3,40.6,-0.6,41.2,9.5,22.9,30.4,7.3
VirginRiverBeaverDam,VRB,SE533,SAEX,36.90211,-113.93388,570,AZ,VBK-VRB,,,571,156,20,3,34,56,20,32,48,18.6,16.3,40.6,-0.6,41.2,9.5,22.9,30.4,7.3
VirginRiverBeaverDam,VRB,SE534,SAEX,36.90211,-113.93388,570,AZ,VBK-VRB,,,571,156,20,3,34,56,20,32,48,18.6,16.3,40.6,-0.6,41.2,9.5,22.9,30.4,7.3
VirginRiverBeaverDam,VRB,SE535,SAEX,36.90211,-113.93388,570,AZ,VBK-VRB,,,571,156,20,3,34,56,20,32,48,18.6,16.3,40.6,-0.6,41.2,9.5,22.9,30.4,7.3
VirginRiverBeaverDam,VRB,SE536,SAEX,36.90211,-113.93388,570,AZ,VBK-VRB,,,571,156,20,3,34,56,20,32,48,18.6,16.3,40.6,-0.6,41.2,9.5,22.9,30.4,7.3
VirginRiverBeaverDam,VRB,SE537,SAEX,36.90211,-113.93388,570,AZ,VBK-VRB,,,571,156,20,3,34,56,20,32,48,18.6,16.3,40.6,-0.6,41.2,9.5,22.9,30.4,7.3
VirginRiverBeaverDam,VRB,SE538,SAEX,36.90211,-113.93388,570,AZ,VBK-VRB,,,571,156,20,3,34,56,20,32,48,18.6,16.3,40.6,-0.6,41.2,9.5,22.9,30.4,7.3
VirginRiverBeaverDam,VRB,SE539,SAEX,36.90211,-113.93388,570,AZ,VBK-VRB,,,571,156,20,3,34,56,20,32,48,18.6,16.3,40.6,-0.6,41.2,9.5,22.9,30.4,7.3
VirginRiverBeaverDam,VRB,SE540,SAEX,36.90211,-113.93388,570,AZ,VBK-VRB,,,571,156,20,3,34,56,20,32,48,18.6,16.3,40.6,-0.6,41.2,9.5,22.9,30.4,7.3
MittryLakeYuma,ML,SE561,SAEX,32.84983,-114.49281,49,AZ,MYN-MLY,,,69,81,14,0,57,32,4,20,27,23.1,15.9,41.6,5.8,35.8,29.4,26,32.6,13.8
MittryLakeYuma,ML,SE562,SAEX,32.84983,-114.49281,49,AZ,MYN-MLY,,,69,81,14,0,57,32,4,20,27,23.1,15.9,41.6,5.8,35.8,29.4,26,32.6,13.8
MittryLakeYuma,ML,SE563,SAEX,32.84983,-114.49281,49,AZ,MYN-MLY,,,69,81,14,0,57,32,4,20,27,23.1,15.9,41.6,5.8,35.8,29.4,26,32.6,13.8
MittryLakeYuma,ML,SE564,SAEX,32.84983,-114.49281,49,AZ,MYN-MLY,,,69,81,14,0,57,32,4,20,27,23.1,15.9,41.6,5.8,35.8,29.4,26,32.6,13.8
MittryLakeYuma,ML,SE565,SAEX,32.84983,-114.49281,49,AZ,MYN-MLY,,,69,81,14,0,57,32,4,20,27,23.1,15.9,41.6,5.8,35.8,29.4,26,32.6,13.8
MittryLakeYuma,ML,SE566,SAEX,32.84983,-114.49281,49,AZ,MYN-MLY,,,69,81,14,0,57,32,4,20,27,23.1,15.9,41.6,5.8,35.8,29.4,26,32.6,13.8
PaloVerdeEcologicalReserve,PV,SE567,SAEX,33.69646,-114.4985,87,CA,CBA-PVR,,,88,94,16,1,56,34,6,23,34,22.4,16.6,42.2,3.7,38.5,12.3,25.9,32.7,12.3
PaloVerdeEcologicalReserve,PV,SE568,SAEX,33.69646,-114.4985,87,CA,CBA-PVR,,,88,94,16,1,56,34,6,23,34,22.4,16.6,42.2,3.7,38.5,12.3,25.9,32.7,12.3
PaloVerdeEcologicalReserve,PV,SE569,SAEX,33.69646,-114.4985,87,CA,CBA-PVR,,,88,94,16,1,56,34,6,23,34,22.4,16.6,42.2,3.7,38.5,12.3,25.9,32.7,12.3
PaloVerdeEcologicalReserve,PV,SE570,SAEX,33.69646,-114.4985,87,CA,CBA-PVR,,,88,94,16,1,56,34,6,23,34,22.4,16.6,42.2,3.7,38.5,12.3,25.9,32.7,12.3
PaloVerdeEcologicalReserve,PV,SE581,SAEX,33.69646,-114.4985,87,CA,CBA-PVR,,,88,94,16,1,56,34,6,23,34,22.4,16.6,42.2,3.7,38.5,12.3,25.9,32.7,12.3
PaloVerdeEcologicalReserve,PV,SE582,SAEX,33.69646,-114.4985,87,CA,CBA-PVR,,,88,94,16,1,56,34,6,23,34,22.4,16.6,42.2,3.7,38.5,12.3,25.9,32.7,12.3
PaloVerdeEcologicalReserve,PV,SE583,SAEX,33.69646,-114.4985,87,CA,CBA-PVR,,,88,94,16,1,56,34,6,23,34,22.4,16.6,42.2,3.7,38.5,12.3,25.9,32.7,12.3
